label,cleaned_tweet
Sumber Daya Alam,dukungan untuk ganjar mahfud karena mereka berkomitmen menjadi garda samudra yang melibatkan diplomasi maritim yang membawa manfaat konkret dulujokowisekarangganjar
Ekonomi,ganjar mahfud akan memastikan bahwa desa desa menjadi bagian penting dari pertumbuhan ekonomi nasional happy new year
Pertahanan dan Keamanan,di debat ketiga capres prabowo subianto optimis utang luar industry indonesiakuatindonesiamaju
Geografi,hidup makin berat anies mau hapus pajak gaji tabungan bismillah presiden aminkanindonesia
Demografi,penegakan hukum dan reformasi birokrasi akan dilakukan paslon capres ganjar pranowo untuk pemerintahan yang transparan ganjarmahfudrebound ganjarpranowopilihanumat jnk
Sumber Daya Alam,seusai makan malam berdua dengan prabowo pdip sebut jokowi tak netral komarudin bawa bawa menkominfo
Geografi,pengetahuan seorang mantan pangkostrad dan kemhan tentang pertahanan keamanan hubungan internasional dan geopolitik kalah sama mantan anggota dpr ri periode dan mantan gubernur jateng periode ganjar pranowo aayaayaayaa
Politik,bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata sumedang sumedangaa ganjar mahfud hebat nelayanaa sejahtera
Ekonomi,capres nomor urut prabowo subianto memenuhi diskusi persatuan wartawan indonesia pwi di jakarta pusat kamis dalam diskusi tersebut prabowo mengaku banyak pihak yang mengecam program susu gratis yang dikampanyekan jika menang pada pilpres dia mengaku tidak ingin program susu gratis dicap menguntungkan pihak asing sehingga akan berusaha mendapatkan susu langsung dari sapi bukan kemasan susu ya yang paling baik dan sehat adalah susu yang tentunua langsung dari sapi kemasan kemasan mungkin kebanyakan pengawet gulanya terlalu banyak dan sebagainya kata prabowo prabowo lantas mengungkapkan wacananya mengimpor juta sapi dari india untuk memenuhi kebutuhan susu dalam negeri menurutnya sapi dari india tersebut akan dikembangkan peternak lokal untuk menyesuaikan kebutuhan masyarakat simak berita selengkapnya hanya di hardnews politik newsone cariberitaditvone prabowo programsusugratis kampanye politik tvonetvpemilu kamikabarkanandaputuskan maumemilih capres cawapres
Demografi,udah terbukti kan yang satu enggak bisa bersih bersih dari korupsi mending yang bisa kayak ganjar pranowo ganjarpranowopilihanumat ganjarmahfudrebound jnk
Sosial Budaya,apa kabar bisnis tambang batubaranya prabowo gibran foodestate cawapresilegal pelanggarham
Ekonomi,anies terpaku disentil prabowo semua partai pengusung bapak profesor anies dukung program saya
Ideologi,arb bergabung dgn ps yg notabene pd saat itu simbol pemimpin oposisi tentu hal itu jg mjdkan arb sbg elit oposisi stlh kemudian ps bergabung dgn pemerintahan jkw maka suatu keniscayaan jk simbol pemimpin oposisi tsb beralih kpd arb 
Sumber Daya Alam,gempar beredar pidato ancaman prabowo kepada media yang sangat mengerikan karena mengancam kebebasan pers media dan jurnalis mulai terapkan siaga satu 
Sumber Daya Alam,apa yang dicari generasi muda di pilpres yang pasti mereka tidak akan memilih orang tua untuk menjadi presiden dari semua paslon capres cawapres hanya ganjar yang memberikan bukti hasil kerja dan program realistis pada
Sumber Daya Alam,aayaaz ganjar pranowo tugas pemerintah adalah memberikan kesempatan atau ruang bagi anak anak muda untuk dapat masuk ke sistem pemerintahan ganjar mahfud hebat sikat kkn
Geografi,bersama ganjar mahfud kota kota kita akan menjadi pusat pertumbuhan yang menarik investasi dan lapangan kerja happy new year
Ideologi,apa lagi tema kali ini tema yang pak prabowo banget pertahanan jadi tema utamanya dan beliau menhan kalo emang kerja pasti minimal tau lah secara garis besar dan harusnya bisa menjawab bukan mala alasan waktunya kaga cukup 
Politik,bapak pendeta yusak ini dari magetan ke ponorogo jawa timur hadir untuk memberikan dukungan ke pak anies baswedan masihkah kalian memfitnah pak anies intoleransi dan radikal radikul 
Sumber Daya Alam,ada pendukung yg nyinyir soal pak prabowo pelanggar ham pertanyaan nya gini knpa anies mau di usung jdi gubernur oleh seorang pelanggar ham tidak prnah tu di pertanyakan karena serangan mereka tetang kasus ham hanya sebagai komoditas politik dn sebagai kepentinagn politik 
Sumber Daya Alam,anies juga akan menaikkan level standaraa etika di tubuh kpk sehingga dapat memberikan kekuatan dan kemandirian terutama pimpinannya 
Ideologi,prabowo mempromosikan diplomasi iklim aktif untuk melindungi lingkungan indonesiakuatindonesiamaju
Sosial Budaya,soal gentleman ya pasti anies soal sportif dan beretika ya tetap saja aniesaaa maaf ya disaat yg lain mungkin bersikap sebaliknya anies justru mengajarkan keberadaban dan percaya diri dalam berkampanye bukan pengecut yg suka merobek robek baliho lawan politiknya 
Demografi,memang sosok ayahbowo bener bener nunjukin kelasnya bapak prabowo nunjukin kalo anies semoga di debat selanjutnya bisa terlihat edukasinya pemiludamai kitamudaloginpakbowo palingjelas paling pas aa indonesiakuatindonesiamaju diplomasiprogresifprabowo
Geografi,keputusan ganjar mahfud untuk membantu nelayan bebas utang menjadi dorongan besar dalam pencapaian kesejahteraan mereka
Ideologi,aa aa debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis ganjar mahfud hebat sikat kkn
Sosial Budaya,semangatnya pendukung ganjar bawa panci sambil joget dan bernyanyi ke lokasi debat pasangan capres cawapres kembali berhadapan untuk adu ide dan gagasan dalam debat kpu yang digelar di istora senayan minggu malam debat kali ini mengusung tema pertahanan keamanan hubungan internasional dan geopolitik tak hanya para capres cawapres yang mempersiapkan diri untuk debat kali ini ribuan pendukung mereka pun tak kalah heboh dalam memeriahkan debat capres kali ini seperti pendukung pasangan capres cawapres nomor urut ganjar pranowo mahfud md mereka yang ingin memberikan dukungan pada capres cawapres idola mereka berbondong bondong menuju istora senayan sejak sore hari tak datang sendiri para pendukung ganjar mahfud nampak menunggu teman temannya di parkiran setelah berkumpul mereka berjalan menuju istora sambil bernyanyi dan berjoged bersama assalamualaikum walaikumsalam assalamualaikum walaikumsalam ganjar mahfud datang bawa pasukan teriak mereka sambil bernyanyi di sini ganjar di sana mahfud di mana mana ganjar dan mahfud di sini ganjar di sana mahfud semuanya cinta ganjar mahfud lalalalala nyanyi mereka iringan musik drumband dan klotekan mengiringi nyanyian mereka itu bahkan beberapa pendukung ganjar mahfud nampak membawa panci dan menjadikannya sebagai musik perkusi ini demi dukung pak ganjar ini panci istri saya saya bawa buat penyemangat ini sampai penyok dan nggak bisa dipakai lagi ucap zuhri salah satu pendukung ganjar mahfud zuhri tak takut dimarahi istrinya di rumah meski panci yang dibawanya penyok ia tahu karena istri tercinta juga fans berat ganjar mahfud nggak mungkin marah dia juga pecinta ganjar mahfud sebenarnya pengen ikut tapi masuk kerja jelasnya zuhri yakin ganjar tampil optimal dalam debat kali ini sebagai anggota dpr dua periode dan gubernur jawa tengah dua periode pula menurutnya ganjar sangat berpengalaman terkait tema debat kali ini apalagi didampingi pak mahfud md yang soal keamanan pertahanan itu makanan kesehariannya pokoknya ganjar mahfud menang pungkasnya 
Pertahanan dan Keamanan,anies sebut presiden harus jadi panglima diplomasi bukan sekedar hadir di forum forum tempobisnis
Geografi,prabowo did horribly as before minim substansi secara politik banyak blunder tetapi dengan dua kelebihan berhasil stop eskalasi emosi setelah memuncak di isu tanah rb hektar dan punya stok video tiktok detik untuk framing anies sebagai orang ga beretika
Politik,ikut pilpres sudah kali yang dituduh ambisi anies baswedan yang ambil cawapres dari pelanggaran etik berat berdasarkan putusan mkmk eh yang dituduh tidak beretika anies baswedan yang model begini yang kalian tangisi 
Sosial Budaya,habis ketemuan sama asbak kaleng sampe pagi ini dapet informasi bahwa posisi real survey antara ganjar dan prabowo ternyata beda tipis inilah yg buat istana panik karena buat mereka jikapun putaran mereka lebih suka berhadapan dgn anies ketika realitasnya tdk begitu sang raja pun turun ke lapangan mencoba mengubah situasi propaganda pun massif dimunculkan spy di putaran ke jangan smp ganjar dan prabowo head to head berhadapan karena prabowo pasti kalah besar aa aa
Sosial Budaya,rocky gerung nilai anies baswedan mustahil menang pilpres satu putaran jika sosok ini masih memegang kekuasaan
Ideologi,pengurus dpp sis yang sekaligus timses prabowo di tkn sudah memfitnah pak dengan keji pak mahfud itu orang yang lurus taat konstitusi dan mampu memposisikan dirinya baik sebagai cawapres maupun menkopolhukam seperti ini tidak bisa dibiarkan tetap semangat membangun politik yang baik untuk bangsa ini pak prof 
Sosial Budaya,pasangan capres cawapres ganjar pranowo mahfud md inspirasi para pelaku umkm kredit jadi langkah cerdas sukses terus teman teman bisnis nct wish jnk ganjarmahfudrebound ganjarpranowopilihanumat
Sosial Budaya,apresiasi aaa desak aniesaaatm akademisi ini kampanye berwawasan bukan bagi bagi susu dan joget kita sudah lama berdemokrasi mestinya kampanye diisi dgn kegiatan kegiatan yang mendewasakan masyarakat demokrasi 
Ideologi,janji ganjar saat dengar aspirasi petani dan warga blora akan menambah nilai subsidi pupuk menghapus kredit macet petani yang kini mencapai rp miliar 
Geografi,anies baswedan pemberantasan korupsi dimulai dari presiden abah anies deserve better indonesia people deserve better
Ekonomi,efisiensi pagu anggaran adalah kunci untuk mengoptimalkan investasi riset dan inovasi dan ganjar mahfud memahaminya happy new year
Ideologi,pilihlah yang jauh dari radikalisme dan dekat dengan solusi pilih ganjar pranowo jnk ganjarpranowopilihanumat ganjarmahfudrebound
Ideologi,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Pertahanan dan Keamanan,anies menyampaikan bahwa cyber security masuk sebagai sektor pertahanan dan itu poin yang bagus terlebih anies bukan dari kalangan militer sehingga bisa lebih luas melihat pertahanan siber kita dan itu memang ancaman yang nyata dan juga bisa terjadi kapan saja karena itu juga tni cukup serius dalam membentuk satsiber sempat menyinggung kenaikan anggaran pertahanan juga bagus kalau menyadari hal tersebut cukup menjadi counter untuk cawapresnya sendiri 
Ideologi,semoga ganjar pranowo dan mahfud md dapat membawa semangat persatuan dan keakraban keluarga ke kepemimpinan nasional ganjar mahfud hebat debatcapres
Sosial Budaya,prabowo gibran mengupayakan pemerintahan yang berlandaskan pada keadilan sosial indonesiasentris anakmudaindonesiaemas menangseputaran dalam mewujudkannya indonesiasentris anakmudaindonesiaemas
Geografi,kalau di hitung secara matematika harusnya pendapatan daerah akan naik signifikan dikarenakan pajak baliho dan reklame para calegaa ganjar mahfud hebat waktunyaprabowo
Ideologi,semoga ganjar pranowo dan mahfud md dapat membawa semangat persatuan dan keakraban keluarga ke kepemimpinan nasional ganjar mahfud hebat memimpin indonesia
Geografi,ini contoh gen bodoh akibat kurang baca kalau megawati jual nama bapaknya percuma karena nama bapaknya dia ga bisa kuliah dan kena represi suharto kalau hari ini prabowo bisa nyapres jokowi bisa jadi presiden walaupun ga ada andilnya pada reformasi karena megawati ikhlas
Geografi,aayaa ganjar mahfud hebat dulujokowisekarangganjar untuk masalah korupsi saya percaya bangeet dengan pak mahfud dan ganjar si inshaalloh kalo bapak terpilih ngga akan ada lagi korupsi ganjar mahfud hebat
Politik,jadi pendukung amin itu enak punya ide gagasan harapan dan cita cita yg sangat layak utk diperjuangkan agar indonesia menjadi lebih baik perjuangan memenangkan anies baswedan dan muhaimin iskandar ini adalah perjuangan ideologis yg perlu dilakukan jika kita ingin anak cucu kita hidup di negeri yg makmur adil dan sejahtera 
Pertahanan dan Keamanan,sejak gibran diselundupkan jadi cawapres prabowo melalui pamannya di mk sejak saat itu kita paham bahwa jokowi mendukung prabowo apapun yg dilakukan jokowi bukan lagi kejutan apalagi ketika jokowi bicara soal netralitas itu artinya dia tidak netral bukan kah kita juga sadar bahwa jokowi memang semencla mencle itu secara resiliensi politik keduanya juga bertemu dalam kepentingan yang sama yg satu pemburu kekuasaan dan yg satu lagi penyayang kekuasaan palu bertemu paku jadi pertemuan empat mata tapi dipotret antara jokowi dan prabowo kemarin bukan juga sebuah kejutan apalagi mengkhawatirkan bagi yg melawan hell no atau jangan jangan justeru mereka yg sedang cemas sehingga nampaknya ada gimik yg harus disampaikan mosok ada pertemuan setengah kamar tapi sengaja dipublikasikan pada dasarnya ini sekadar pertemuan dua predator politik yg justeru akan membuat bangga siapapun yg telah bertempur melawan aliansi mereka atau setidaknya kelak akan membuat tertawa setiap generasi yg membaca sejarah indonesia ketika hanky panky politik ini telah mencapai ujung takdirnya saya teringat tulisan habyarimana dalam pearls of eternity cara kerja manusia di dunia ini adalah barangsiapa yg sanggup melakukan kejahatan kekuasaan kepada makhluk lainnya maka mereka sekedar menguasai panggung pertunjukannya aaa bukan penentu bagi keberhasilan kejahatan politiknya 
Demografi,terobosan ganjar mahfud utk mencegah kkn seperti digitalisasi sistem keuangan dengan langkah tersebut dinilai mampu mengontrol sekaligus menghemat pengeluaran keuangan negara sehingga budgeting planning transaksi dalam birokrasi menjadi sebuah kewajiban untuk ditunaikan 
Politik,ketika menhan prabowo di ajarin standard etika oleh anies baswedan debatcapres udah yg ke tapi emosi wowo belum terkontrol jugaaaya aaayaaaaaaatmaa
Ekonomi,rencana ganjar mahfud menggunakan bonus demografi menunjukkan visi yang matang untuk memacu pertumbuhan ekonomi melalui sumber daya manusia yang produktif happy new year
Ideologi,demokrasi kita diwujudkan di indonesian presidential election februari mantap ayo kita jadikan momen ini lebih bermakna dengan memilih ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk
Demografi,timnas amin anies siap hadiri undangan kpk adu gagasan komitmen antikorupsi
Ekonomi,emosi ya sok paling berjuang buat jokowi taunya jadi gubernur aja belajar dan jualan nama jokowi ganjar suaranya di pilgub jateng ga bisa ngalahin suara pilpres jokowi di jateng aaya az
Politik,yoel mengutarakan yang banyak dirasakan sosial saya yang dulu sangat mencintai anies namun lalu jadi sangat membencinya layaknya obiwan kenobi menjerit kecewa aaayou were the chosen one aaa ketika anakin skywalker berpindah ke darkside lihat gif terlampir aaaorang yang paling bisa menyakiti kita adalah orang yang paling kita sayangiaaa aaa saya minta pendukung mengerti ini ketika berhadapan dengan ex ahokers atau ex aniesers pra pilkada rangkul ini bukan dengan membela atau menjelaskan pilkada tapi sebagai seorang teman seperjuangan baru aaaa kalimat di atas adalah kalimat paling penting yang saya minta dengan kerendahan hati ke pendukung amin pahami terlepas semua diskusi benar salah mereka hanya yang pernah sayang banget lalu kecewa ditambah demonisasi dan teratur di wa jurang yang dipelihara dibuat semakin menganga kita pluralis nkri vs anies radikal fundamentalis always remember that they always say lu liat aja skrng itu yg dr kmrn demonisasi juga udah kocar kacir kartu dikocok ulang soal pilkada soal kalau ketemu offline dengan secangkir kopi dan sepotong adab kita bisa santai perbincangan akan sangat beda online dan offline saya pribadi walau saya dukung ahok dulu di pilkada bisa mengerti kenapa terjadi karena saya beruntung punya banyak irisan sehingga saya bisa mengerti juga aaa sakit hatiaaatm orang aaa sebrangaaatm ingat yang terluka oleh perkataan seorang pemimpin bukan cuma sisi sebelah sini seperti dan adalah yg adalah bagian dari barisan kecewa itu tulisan kalian sendiri ya yol ruth baca di bawah ya namun karena mereka melihat sendiri dari kampanye ini walaupun pernah menyakiti mereka anies sayangnya aa aoa adalah seseorang yang punya other good qualities yang dipilih nggak mungkin cocok makanya cari yg bisa dikritik nanti eaaa mereka juga memilih anies karena sudah cape dengan perpecahan demonisasi kecebong kampret bahkan sekarang dibuat lagi new bully name baru sesuai irisan koalisi dan invoice buzzer wan angin dan den wadas it really makes me sick memuakkan aayaa ini my biggest turn off dari geng aaa aku nkri aku nkriaaatm merasa indonesia punya elo doang coba kalau piknik jauhan saya saya sekali lagi beruntung ada di banyak irisan lingkaran banyak teman di indonesia mengajar balaikota istana kroco ya wkwkaaa saya lihat ini bukan berarti bahwa saya plin plan atau oportunis terserah dah yg mau label gua apa tapi saya lihat ini artinya saya masih bisa mikir dan tidak fanatik dan semoga saya masih bebas menentukan pilihan banyak lho yg kayak saya yg kaga fanatik yang biasanya menentukan hasil pemilu talk to us do not yell at us aaaa
